Study_ID,Scientific_name,Lay_name,Species_higher_taxon,Name_tax_rank,Comment,redlistCategory,systems,realm,Economically_relevant,Charismatic_species,Weight,Dietary_class
P_0208,Stenella attenuata,Spotted dolphin,Mammalia,species,,Least Concern,Marine,Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic,Yes,Yes,57400,Carnivore/Piscivore
P_0208,Stenella coeruleoalba,Striped dolphin,Mammalia,species,,Least Concern,Marine,Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic,Yes,Yes,135900,Carnivore/Piscivore
P_0208,Stenella longirostris,Spinner dolphin,Mammalia,species,,Least Concern,Marine,Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic,Yes,Yes,50500,Carnivore/Piscivore
P_0208,Steno bredanensis,Rough-toothed dolphin,Mammalia,species,,Least Concern,Marine,Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic,Yes,Yes,130000,Carnivore/Piscivore
P_0208,Tursiops truncatus,Bottlenose dolphin,Mammalia,species,,Least Concern,Marine,Afrotropical|Australasian|Indomalayan|Neotropical|Oceanian,Yes,Yes,175000,Carnivore/Piscivore
P_0208,Ziphius cavirostris,Cuvier's beaked whale,Mammalia,species,,Least Concern,Marine,Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic,Yes,Yes,4775000,Carnivore/Piscivore
P_0209,Haliaeetus albicilla,White-tailed sea eagle,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Afrotropical|Indomalayan|Palearctic,No,No,4729.27,Carnivore/Piscivore
P_0210,Haliaeetus albicilla,White-tailed sea eagle,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Afrotropical|Indomalayan|Palearctic,No,No,4729.27,Carnivore/Piscivore
P_0211,Haliaeetus albicilla,White-tailed sea eagle,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Afrotropical|Indomalayan|Palearctic,No,No,4729.27,Carnivore/Piscivore
P_0212,Uria aalge,Common guillemot,Aves,species,,Least Concern,Terrestrial|Marine,Nearctic|Palearctic,No,No,991.93,Carnivore/Piscivore
P_0213,Squalius cephalus,European chub,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,8000,Omnivore
P_0214,Neophocaena phocaenoides,Finless porpoise,Mammalia,species,,Vulnerable,Marine,Afrotropical|Indomalayan|Palearctic,No,No,32500,Carnivore/Piscivore
P_0214,Sousa chinensis,Indo-pacific humpback dolphin,Mammalia,species,,Vulnerable,Freshwater (=Inland waters)|Marine,Afrotropical|Australasian|Indomalayan,Yes,Yes,280000,Carnivore/Piscivore
P_0215,Carassius auratus,Goldfish,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,NA,Herbivore
P_0215,Siniperca scherzeri,Golden mandarin fish,Actinopterygii,species,,Data Deficient,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,607.2999878,NA
P_0216,Cancer pagurus,North sea crab,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0216,Carcinus maenas,Green shore crab,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0216,Gadus morhua,Atlantic cod,Actinopterygii,species,,Vulnerable,Marine,Nearctic|Palearctic,No,No,96000,Carnivore/Piscivore
P_0216,Hyas araneus,Great spider crab,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0216,Microstomus kitt,Lemon sole,Actinopterygii,species,,Least Concern,Marine,,Yes,No,2950,NA
P_0216,Patellidae,True limpet_family,Gastropoda,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0216,Pleuronectes platessa,European plaice,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Palearctic,Yes,No,7000,Carnivore/Piscivore
P_0218,Parus major,Great tit,Aves,species,,Least Concern,Terrestrial,Indomalayan|Oceanian|Palearctic,No,No,16.25,Omnivore
P_0219,Stercorarius skua,Great skua,Aves,species,,No IUCN assessment,NA,NA,No,No,1338.22,Carnivore/Piscivore
P_0220,Crassostrea gigas,Pacific oyster,Bivalvia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0220,Mytilus edulis,Blue mussel,Bivalvia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0221,Carassius cuvieri,White crucian carp,Actinopterygii,species,,Endangered,Freshwater (=Inland waters),Palearctic,Yes,No,NA,NA
P_0221,Cyprinus carpio,Common carp,Actinopterygii,species,,Vulnerable,Freshwater (=Inland waters),Palearctic,Yes,No,40090,Carnivore/Piscivore
P_0221,Erythroculter erythropterus,Skygager,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,9000,Carnivore/Piscivore
P_0221,Hemibarbus labeo,Barbel steed,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,3000,NA
P_0221,Lepomis macrochirus,Bluegill sunfish,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic|Neotropical,Yes,No,2150,Carnivore/Piscivore
P_0221,Micropterus salmoides,Largemouth bass,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,10090,Carnivore/Piscivore
P_0222,Chironomidae,Lake fly_family,Insecta,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0222,Salvelinus alpinus,Arctic char,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,15000,Carnivore/Piscivore
P_0223,Ursus maritimus,Polar bear,Mammalia,species,,Vulnerable,Terrestrial|Marine,Nearctic|Palearctic,Yes,Yes,388750.36,Carnivore/Piscivore
P_0224,Larus argentatus,Herring gull,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Palearctic,Yes,No,1090.99,Carnivore/Piscivore
P_0225,Aristichthys nobilis,Bighead carp,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,40000,NA
P_0225,Hypophthalmichthys molitrix,Silver carp,Actinopterygii,species,,Near Threatened,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,50000,NA
P_0227,Aristichthys nobilis,Bighead carp,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,40000,NA
P_0227,Carassius auratus,Goldfish,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,NA,Herbivore
P_0227,Cipangopaludina chinensis,Trapdoor snail,Gastropoda,species,,Least Concern,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,NA,NA
P_0227,Culter erythropterus,Redfin culter,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,9000,Carnivore/Piscivore
P_0227,Hemibarbus maculatus,Spotted steed,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,1700,NA
P_0227,Leander modestus,Shrimp_4,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0227,Megalobrama amblycephala,Blunt snout bream,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Indomalayan,Yes,No,NA,NA
P_0228,Oncorhynchus mykiss,Rainbow trout,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,25400,Carnivore/Piscivore
P_0228,Pygoscelis papua,Gentoo penguin,Aves,species,,Least Concern,Terrestrial|Marine,Afrotropical|Antarctic|Neotropical|Oceanian,No,No,5932.95,Carnivore/Piscivore
P_0229,Ambassis miops,Flag-tailed glass perchlet,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Australasian|Indomalayan|Oceanian,No,No,NA,NA
P_0229,Ardea cinerea,Grey heron,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Afrotropical|Indomalayan|Neotropical|Oceanian|Palearctic,No,No,1443,Carnivore/Piscivore
P_0229,Ardeola bacchus,Chinese pond heron,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Indomalayan|Palearctic,No,No,304.89,Carnivore/Piscivore
P_0229,Capitellidae,Polychaete worm_family,Polychaeta,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0229,Channa asiatica,Small snakehead,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Indomalayan,Yes,No,NA,NA
P_0229,Elops saurus,Ladyfish,Actinopterygii,species,,Least Concern,Marine,,Yes,No,10060,Carnivore/Piscivore
P_0229,Metapenaeus ensis,Sand shrimp,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0229,Mugil cephalus,Grey mullet,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Afrotropical|Australasian|Indomalayan|Oceanian|Palearctic,Yes,No,NA,NA
P_0229,Nereidae,Clam worm_family,Polychaeta,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0229,Oreochromis mossambicus,Mozambique tilapa,Actinopterygii,species,,Vulnerable,Freshwater (=Inland waters),Afrotropical,No,Yes,1130,Herbivore
P_0229,Penaeus monodon,Black tiger prawn,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0229,Potamididae,Horn snail_family,Gastropoda,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0229,Sabellidae,Feather duster worm_family,Polychaeta,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0229,Thiaridae,Trumpet snail_family,Gastropoda,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0231,Larus melanocephalus,Mediterranean gull,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Afrotropical|Palearctic,No,No,256,Carnivore/Piscivore
P_0231,Parus major,Great tit,Aves,species,,Least Concern,Terrestrial,Indomalayan|Oceanian|Palearctic,No,No,16.25,Omnivore
P_0231,Vanellus vanellus,Northern lapwing,Aves,species,,Near Threatened,Terrestrial|Marine,Afrotropical|Indomalayan|Nearctic|Neotropical|Palearctic,No,No,218.37,Carnivore/Piscivore
P_0232,Parus major,Great tit,Aves,species,,Least Concern,Terrestrial,Indomalayan|Oceanian|Palearctic,No,No,16.25,Omnivore
P_0233,Anguilla anguilla,European eel,Actinopterygii,species,,Critically Endangered,Freshwater (=Inland waters)|Marine,Palearctic,Yes,No,6599,Carnivore/Piscivore
P_0233,Cyprinus carpio,Common carp,Actinopterygii,species,,Vulnerable,Freshwater (=Inland waters),Palearctic,Yes,No,40090,Carnivore/Piscivore
P_0233,Mugil cephalus,Grey mullet,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Afrotropical|Australasian|Indomalayan|Oceanian|Palearctic,Yes,No,NA,NA
P_0234,Pagophila eburnea,Ivory gull,Aves,species,,Near Threatened,Terrestrial|Marine,Nearctic|Palearctic,No,No,549.99,Carnivore/Piscivore
P_0235,Pagophila eburnea,Ivory gull,Aves,species,,Near Threatened,Terrestrial|Marine,Nearctic|Palearctic,No,No,549.99,Carnivore/Piscivore
P_0236,Canis lupus,Grey wolf,Mammalia,species,,Least Concern,Terrestrial,Indomalayan|Nearctic|Neotropical|Palearctic,Yes,Yes,32183.33,Carnivore/Piscivore
P_0236,Rangifer tarandus,Caribou,Mammalia,species,,Vulnerable,Terrestrial,Nearctic|Palearctic,Yes,No,86033.98,Herbivore
P_0237,Holothuria tubulosa,Tubular sea cucumber,Holothuroidea,species,,Least Concern,Marine,,Yes,No,NA,NA
P_0238,Alosa agone,Shad,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,760,NA
P_0238,Coregonus lavaretus,European whitefish,Actinopterygii,species,,Vulnerable,Freshwater (=Inland waters),Palearctic,No,No,10000,Carnivore/Piscivore
P_0238,Esox cisalpinus,Southern pike,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0238,Gymnocephalus cernua,Eurasian ruffe,Actinopterygii,species,Gymnocephalus cernuus,Least Concern,Freshwater (=Inland waters),Palearctic,Yes,No,400,NA
P_0238,Lepomis gibbosus,Pumpkinseed,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,630,Carnivore/Piscivore
P_0238,Lota lota,Burbot,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic|Palearctic,No,No,34000,Carnivore/Piscivore
P_0238,Micropterus salmoides,Largemouth bass,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,10090,Carnivore/Piscivore
P_0238,Perca fluviatilis,European perch,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,4750,Carnivore/Piscivore
P_0238,Rutilus rutilus,Common roach,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,1840,Carnivore/Piscivore
P_0238,Salvelinus alpinus,Arctic char,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,15000,Carnivore/Piscivore
P_0238,Sander lucioperca,Pike-perch,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,20000,NA
P_0238,Scardinius hesperidicus,Rudd,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,NA,NA
P_0238,Squalius squalus,Chub,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,Yes,No,NA,NA
P_0239,Larus hyperboreus,Glaucous gull,Aves,species,,Least Concern,Terrestrial|Marine,Nearctic|Neotropical|Palearctic,No,No,1529.04,Carnivore/Piscivore
P_0240,Abramis brama,Common bream,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,6010,Carnivore/Piscivore
P_0240,Barbus barbus,Common barbel,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,Yes,No,12000,NA
P_0240,Blicca bjoerkna,White bream,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,1000,Carnivore/Piscivore
P_0240,Squalius cephalus,European chub,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,8000,Omnivore
P_0241,Pagophila eburnea,Ivory gull,Aves,species,,Near Threatened,Terrestrial|Marine,Nearctic|Palearctic,No,No,549.99,Carnivore/Piscivore
P_0242,Synthliboramphus antiquus,Ancient murrelet,Aves,species,,Least Concern,Terrestrial|Marine,Indomalayan|Nearctic|Palearctic,No,No,217.72,Carnivore/Piscivore
P_0243,Ursus maritimus,Polar bear,Mammalia,species,,Vulnerable,Terrestrial|Marine,Nearctic|Palearctic,Yes,Yes,388750.36,Carnivore/Piscivore
P_0244,Crangon crangon,Brown shrimp,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0244,Mysidacea,Mysid_family,Malacostraca,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0244,Palaemon longirostris,White shrimp,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0245,Xiphias gladius,Swordfish,Actinopterygii,species,,Least Concern,Marine,,Yes,No,650000,Carnivore/Piscivore
P_0247,Channa micropeltes,Giant snakehead,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Indomalayan,Yes,No,20000,NA
P_0247,Cyprinus carpio,Common carp,Actinopterygii,species,,Vulnerable,Freshwater (=Inland waters),Palearctic,Yes,No,40090,Carnivore/Piscivore
P_0248,Fulmarus glacialis,Northern fulmar,Aves,species,,Least Concern,Terrestrial|Marine,Nearctic|Neotropical|Palearctic,No,No,611.94,Carnivore/Piscivore
P_0248,Rissa tridactyla,Black-legged kittiwake,Aves,species,,Vulnerable,Terrestrial|Marine,Afrotropical|Nearctic|Neotropical|Palearctic,No,No,415.99,Omnivore
P_0249,Acanthogobius flavimanus,Yellowfin goby,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Indomalayan|Palearctic,Yes,No,NA,Carnivore/Piscivore
P_0249,Helice tridens,Mudflat crab_1,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0249,Hemigrapsus sanguineus,Asian shore crab,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0249,Hexagrammos otakii,Fat greenling,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,2410,Carnivore/Piscivore
P_0249,Littorina brevicula,Periwinkle snail,Gastropoda,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0249,Mactra veneriformis,Japanese surf clam,Bivalvia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0249,Monodonta labio,Lipped periwinkle,Gastropoda,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0249,Mugil cephalus,Grey mullet,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Afrotropical|Australasian|Indomalayan|Oceanian|Palearctic,Yes,No,NA,NA
P_0249,Mytilus edulis,Blue mussel,Bivalvia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0249,Neverita didyma,Bladder moon snail,Gastropoda,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0249,Nuttallia olivacea,Bivalvia_1,Bivalvia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0249,Philyra pisum,Crab_3,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0249,Sebastes schlegelii,Korean rockfish,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,3140,NA
P_0249,Sesarma pictum,Mudflat crab_2,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0249,Sinonovacula constricta,Chinese razor clam,Bivalvia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0249,Tridentiger obscurus,Dusky tripletooth goby,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0249,Umbonium thomasi,Sea snail,Gastropoda,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0250,Anas platyrhynchos,Mallard,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters),Afrotropical|Antarctic|Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic,No,No,843.42,Omnivore
P_0250,Arenicola marina,Lugworm,Polychaeta,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0250,Bivalvia,Clam_class,Bivalvia,class,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0250,Brachyura,Crab_infraorder,Malacostraca,infraorder,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0250,Chroicocephalus ridibundus,Blackheaded gull,Aves,species,synonym: Larus ridibundus,No IUCN assessment,NA,NA,No,No,284,Carnivore/Piscivore
P_0250,Monacanthidae,Filefish_family,Actinopterygii,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0250,Mytilus edulis,Blue mussel,Bivalvia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0250,Neophocaena phocaenoides,Finless porpoise,Mammalia,species,,Vulnerable,Marine,Afrotropical|Indomalayan|Palearctic,No,No,32500,Carnivore/Piscivore
P_0250,Ostreidae,Oyster_family,Bivalvia,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0250,Oxudercinae,Mudskipper_family,Actinopterygii,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0250,Pagrus major,Red seabream,Actinopterygii,species,,Least Concern,Marine,,Yes,No,9720,Carnivore/Piscivore
P_0250,Pleuronectidae,Right eye flounder_family,Actinopterygii,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0250,Sparidae,Sea bream_family,Actinopterygii,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0250,Sphyrnidae,Hammerhead shark_family,Chondrichthyes,family,,No IUCN assessment,NA,NA,No,Yes,NA,NA
P_0251,Phalacrocorax carbo,Common cormorant,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Afrotropical|Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic,No,No,2528.97,Carnivore/Piscivore
P_0252,Aplodinotus grunniens,Freshwater drum,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic|Neotropical,No,No,24720,NA
P_0252,Cyprinus carpio,Common carp,Actinopterygii,species,,Vulnerable,Freshwater (=Inland waters),Palearctic,Yes,No,40090,Carnivore/Piscivore
P_0252,Lepomis macrochirus,Bluegill sunfish,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic|Neotropical,Yes,No,2150,Carnivore/Piscivore
P_0252,Micropterus dolomieu,Smallmouth bass,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,5410,Carnivore/Piscivore
P_0252,Morone chrysops,White bass,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,Yes,No,3090,NA
P_0253,Larus argentatus,Herring gull,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Palearctic,Yes,No,1090.99,Carnivore/Piscivore
P_0253,Phalacrocorax carbo,Common cormorant,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Afrotropical|Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic,No,No,2528.97,Carnivore/Piscivore
P_0255,Mugil,Mullet_genus_2,Actinopterygii,genus,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0255,Mugil incilis,Trench mullet,Actinopterygii,species,,Least Concern,Marine,Neotropical,Yes,No,NA,Herbivore
P_0255,Pelecanus occidentalis,Brown pelican,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Nearctic|Neotropical,No,No,3427.84,Carnivore/Piscivore
P_0257,Carassius auratus,Goldfish,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,NA,Herbivore
P_0257,Cirrhinus molitorella,Mud carp,Actinopterygii,species,,Near Threatened,Freshwater (=Inland waters),Indomalayan,Yes,No,500,NA
P_0257,Clarias fuscus,Hong kong catfish ,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Indomalayan,Yes,No,NA,NA
P_0257,Ctenopharynodon idellus,Grass carp,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0257,Cyprinus carpio,Common carp,Actinopterygii,species,,Vulnerable,Freshwater (=Inland waters),Palearctic,Yes,No,40090,Carnivore/Piscivore
P_0257,Hypophthalmichthys molitrix,Silver carp,Actinopterygii,species,,Near Threatened,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,50000,NA
